word	mean_RT	word_length	word_lower
king'	438.4431818181818	5	king'
king,	358.3	5	king,
king.	430.9830028328612	5	king.
king.'	346.86206896551727	6	king.'
king?'	397.14285714285717	6	king?'
kneeled	316.6707317073171	7	kneeled
knew	322.972602739726	4	knew
knew,	303.8085106382979	5	knew,
know	315.4193548387097	4	know
know,	364.7362637362637	5	know,
knowing	320.4342105263158	7	knowing
knowledge	342.32876712328766	9	knowledge
known	336.0839416058394	5	known
l'Ecluse	467.4177215189873	8	l'ecluse
la	486.38028169014086	2	la
lab	339.4225352112676	3	lab
laboratory	311.9130434782609	10	laboratory
lady.'	428.2795698924731	6	lady.'
lain	362.3333333333333	4	lain
land	322.6530612244898	4	land
landed	313.5890410958904	6	landed
landing,	342.8791208791209	8	landing,
lands	357.8863636363636	5	lands
lanky	328.4054054054054	5	lanky
lap.	426.8	4	lap.
large	315.04911591355597	5	large
larger	326.04651162790697	6	larger
lark,	367.7613636363636	5	lark,
last	316.71223021582733	4	last
lasting	339.03105590062114	7	lasting
lasts	333.2027027027027	5	lasts
latched	309.2739726027397	7	latched
late	332.84444444444443	4	late
late.	404.0681818181818	5	late.
later	304.2168674698795	5	later
later,	336.530487804878	6	later,
laughed	324.18674698795184	7	laughed
launched	367.65277777777777	8	launched
law.	363.94594594594594	4	law.
lay	337.7150837988827	3	lay
leads	313.09859154929575	5	leads
leaked.	439.64383561643837	7	leaked.
leaning	338.04395604395603	7	leaning
leaped	339.9642857142857	6	leaped
leaping	331.7	7	leaping
learn	304.8936170212766	5	learn
least	314.6561085972851	5	least
leaves	322.6923076923077	6	leaves
leaving	361.0444444444444	7	leaving
left	345.3265306122449	4	left
legend	455.28735632183907	6	legend
legend.	392.7241379310345	7	legend.
legs	345.9120879120879	4	legs
legs.	336.06315789473683	5	legs.
less	331.12587412587413	4	less
lesser	320.36708860759495	6	lesser
let	331.5905882352941	3	let
let's	307.26881720430106	5	let's
levels	373.1794871794872	6	levels
lies	320.98823529411766	4	lies
life	325.2391304347826	4	life
life,	289.7142857142857	5	life,
life.	323.31756756756755	5	life.
lifetime.	399.8918918918919	9	lifetime.
light	322.93537964458807	5	light
light,	352.94505494505495	6	light,
lights	359.68888888888887	6	lights
like	317.5154304277206	4	like
like.	360.4574468085106	5	like.
liked	319.6481994459834	5	liked
likely	321.07067137809184	6	likely
lilac	345.6923076923077	5	lilac
limited	312.52702702702703	7	limited
line.	333.6666666666667	5	line.
lines,	366.28205128205127	6	lines,
little	331.24751958224545	6	little
littlest	312.46590909090907	8	littlest
live	291.6341463414634	4	live
lived	324.90588235294115	5	lived
living	329.89385474860336	6	living
lo	367.02222222222224	2	lo
local	307.4470588235294	5	local
locals,	346.6235294117647	7	locals,
located	424.8735632183908	7	located
location,	324.7857142857143	9	location,
locked.	422.7362637362637	7	locked.
lonely	323.13953488372096	6	lonely
lonesome	402.25	8	lonesome
long	301.54296875	4	long
long,	333.5217391304348	5	long,
long-bearded	441.19767441860466	12	long-bearded
longer	312.9310344827586	6	longer
longer,	339.17045454545456	7	longer,
look	303.7926267281106	4	look
look.	330.50857142857143	5	look.
looked	324.1214109926169	6	looked
looking	356.0730337078652	7	looking
looks	350.6666666666667	5	looks
loquacious.	574.8913043478261	11	loquacious.
lord	310.9761904761905	4	lord
losing	352.84615384615387	6	losing
lost	353.4611111111111	4	lost
lot	323.7105263157895	3	lot
loud	358.67105263157896	4	loud
loudest	275.3918918918919	7	loudest
love	297.15246636771303	4	love
loved	305.8888888888889	5	loved
loved,	302.6195652173913	6	loved,
loving	350.24175824175825	6	loving
low	365.625	3	low
lower	327.9782608695652	5	lower
lower,	328.8791208791209	6	lower,
lowering	356.8	8	lowering
luck	381.1912568306011	4	luck
lucky	301.55555555555554	5	lucky
lungs,	335.1914893617021	6	lungs,
luxury	382.44303797468353	6	luxury
lying	403.8666666666667	5	lying
machine	357.41711229946526	7	machine
made	316.47194244604316	4	made
made-for-TV	370.5733333333333	11	made-for-tv
magnetic	366.9142857142857	8	magnetic
magnifying	330.08641975308643	10	magnifying
main	328.09302325581393	4	main
maintain	403.0810810810811	8	maintain
maintains	359.041095890411	9	maintains
majorities	361.2972972972973	10	majorities
majority	355.64864864864865	8	majority
make	308.52694610778445	4	make
makes	316.2261904761905	5	makes
making	331.79661016949154	6	making
males	322.44444444444446	5	males
man	306.9250749250749	3	man
man,	353.4148936170213	4	man,
man.	343.19354838709677	4	man.
manage	321.84722222222223	6	manage
mania	350.7350427350427	5	mania
mania'	345.16	6	mania'
mania,	333.9736842105263	6	mania,
manor	353.3333333333333	5	manor
many	345.87943925233645	4	many
market,	344.4342105263158	7	market,
market.	338.6533333333333	7	market.
markets,	419.5	8	markets,
marshmallow-like	519.438202247191	16	marshmallow-like
masses	313.1927710843373	6	masses
massive	323.3918918918919	7	massive
master,	378.989010989011	7	master,
match	326.5157728706625	5	match
match?	330.75280898876406	6	match?
matches	359.7142857142857	7	matches
matches,	335.9230769230769	8	matches,
matches.	397.0722222222222	8	matches.
material	368.28169014084506	8	material
matron	349.81623277182234	6	matron
matron,	337.71276595744683	7	matron,
matter	334.7022471910112	6	matter
may	327.11062717770034	3	may
maybe	335.2826086956522	5	maybe
me	303.31254237288135	2	me
me!'	406.59090909090907	4	me!'
me,	299.3936170212766	3	me,
me.	353.4347826086956	3	me.
meadows	378.7816091954023	7	meadows
meal.	355.4835164835165	5	meal.
mean	345.9010989010989	4	mean
meant	330.5857142857143	5	meant
media	404.17333333333335	5	media
meet	343.23333333333335	4	meet
meeting	347.03409090909093	7	meeting
meeting,	418.52272727272725	8	meeting,
meeting.	358.5	8	meeting.
memories	378.09389671361504	8	memories
merchants	330.0769230769231	9	merchants
merry	349.56043956043953	5	merry
message	362.468085106383	7	message
messages	330.1140939597315	8	messages
messages,	341.54	9	messages,
messages.	362.70666666666665	9	messages.
messages?'	369.3333333333333	10	messages?'
messaging	335.4736842105263	9	messaging
met	362.92	3	met
metaphorically	349.36486486486484	14	metaphorically
microphone	320.05405405405406	10	microphone
mid	350.9594594594595	3	mid
middle	296.59119496855345	6	middle
might	339.63169164882225	5	might
mild	339.44594594594594	4	mild
milder	442.4189189189189	6	milder
miles	363.2988505747126	5	miles
military	351.83391003460207	8	military
mill	402.83620689655174	4	mill
mill,	304.7692307692308	5	mill,
million	346.2386363636364	7	million
mind	344.28915662650604	4	mind
minimize	301.8732394366197	8	minimize
minimum	331.8611111111111	7	minimum
minutes	302.622754491018	7	minutes
minutes,	319.3510638297872	8	minutes,
misdiagnose	423.7464788732394	11	misdiagnose
misery.	406.9010989010989	7	misery.
missiles.	368.90140845070425	9	missiles.
missing	322.1904761904762	7	missing
mist	382.5054945054945	4	mist
mistake	348.48809523809524	7	mistake
mobile	379.9078947368421	6	mobile
mockery	347.46153846153845	7	mockery
mode	364.8840579710145	4	mode
moderate	330.13698630136986	8	moderate
modern	352.1842105263158	6	modern
mom	348.06832298136646	3	mom
mom's	341.4340425531915	5	mom's
mom,	337.4875	4	mom,
moment	309.0238095238095	6	moment
moment,	321.5595238095238	7	moment,
money	354.60674157303373	5	money
monster,'	312.6309523809524	9	monster,'
months	326.97333333333336	6	months
months.	407.4736842105263	7	months.
moody	362.0879120879121	5	moody
moors	395.43023255813955	5	moors
more	325.3112874779541	4	more
morning	314.5581395348837	7	morning
morning,	375.3010752688172	8	morning,
most	355.68619246861925	4	most
most,	303.2857142857143	5	most,
mother	344.7168674698795	6	mother
mother's	399.1566265060241	8	mother's
mother,	338.55828220858893	7	mother,
mother.	400.36842105263156	7	mother.
motioned	333.8723404255319	8	motioned
motionless	364.3296703296703	10	motionless
motor	351.6804733727811	5	motor
mountain	342.3736263736264	8	mountain
mountains.	457.3452380952381	10	mountains.
mountainside,	392.1195652173913	13	mountainside,
mounted,	384.2068965517241	8	mounted,
mouse	357.4488636363636	5	mouse
mouse's	372.31178707224336	7	mouse's
mouse.	439.1878453038674	6	mouse.
mouth	355.2298850574713	5	mouth
move	303.48936170212767	4	move
moved	339.2280701754386	5	moved
movement	351.2328767123288	8	movement
movements	353.9861111111111	9	movements
movements,	487.68918918918916	10	movements,
movie	341.2	5	movie
much	366.67622950819674	4	much
multicolored	406.5064935064935	12	multicolored
muscle	351.4657534246575	6	muscle
muscles	340.7887323943662	7	muscles
music	301.81081081081084	5	music
music,	280.14864864864865	6	music,
must	314.378640776699	4	must
my	306.7329518359561	2	my
myself	303.247311827957	6	myself
mysterious	372.8072289156627	10	mysterious
naked	384.77472527472526	5	naked
name	346.0919881305638	4	name
named	414.9710610932476	5	named
nameless	343.33714285714285	8	nameless
names	303.7142857142857	5	names
names,	343.0263157894737	6	names,
names.	438.3333333333333	6	names.
narrative	330.1736111111111	9	narrative
nature	297.72972972972974	6	nature
near	344.4205378973105	4	near
nearby	304.0	6	nearby
nearly	353.51301115241637	6	nearly
neck	352.6056338028169	4	neck
needed	311.19028340080973	6	needed
neither	361.7942857142857	7	neither
nerves	309.704347826087	6	nerves
neurobehavioral	428.72857142857146	15	neurobehavioral
neuroimaging	476.875	12	neuroimaging
neurological	398.56164383561645	12	neurological
neurologist	414.40845070422534	11	neurologist
never	339.9922480620155	5	never
new	325.779766536965	3	new
news.	388.5625	5	news.
next	324.43643643643645	4	next
nickel	320.26344086021504	6	nickel
night	372.64406779661016	5	night
night,	314.14666666666665	6	night,
night.	405.0769230769231	6	night.
nighttime,	403.0113636363636	10	nighttime,
nine	409.43617021276594	4	nine
nineteen	423.36713286713285	8	nineteen
nineties	352.4428571428571	8	nineties
nineties,	388.0232558139535	9	nineties,
ninety-five,	434.2112676056338	12	ninety-five,
ninety-seven	503.6216216216216	12	ninety-seven
ninety-seven,	450.7412587412587	13	ninety-seven,
ninety-three,	526.2658227848101	13	ninety-three,
ninth,	504.3835616438356	6	ninth,
no	333.92153996101365	2	no
no!	351.375	3	no!
noblewoman.	559.6849315068494	11	noblewoman.
noise	364.5977011494253	5	noise
noise.	371.31111111111113	6	noise.
noontime,	360.4642857142857	9	noontime,
nor	336.8045112781955	3	nor
normally	395.968085106383	8	normally
northern	351.09090909090907	8	northern
not	328.9096545615589	3	not
not.	328.7042253521127	4	not.
not?'	326.36170212765956	5	not?'
note	327.1933333333333	4	note
notes	306.4054054054054	5	notes
nothing	301.7133333333333	7	nothing
nothing.	393.79787234042556	8	nothing.
notice	337.6033519553073	6	notice
notice,'	356.3734939759036	8	notice,'
noticed	309.6727272727273	7	noticed
noticed,	350.8904109589041	8	noticed,
notoriety,	359.94594594594594	10	notoriety,
now	322.37028824833703	3	now
now,	335.8493150684931	4	now,
nowhere	321.6453488372093	7	nowhere
nuclear	478.28	7	nuclear
number	356.76687116564415	6	number
number,	352.0133333333333	7	number,
numbers	351.90909090909093	7	numbers
o'clock	348.1170212765957	7	o'clock
object	342.44	6	object
objections	334.6619718309859	10	objections
objects,	405.0422535211268	8	objects,
oblivion	383.72972972972974	8	oblivion
obscured	321.4347826086956	8	obscured
obsessive-compulsive	510.6212121212121	20	obsessive-compulsive
obtained	328.14666666666665	8	obtained
obtained.	368.3150684931507	9	obtained.
occasions	318.44444444444446	9	occasions
occupied	301.65060240963857	8	occupied
occur	316.63380281690144	5	occur
occurred	362.758389261745	8	occurred
occurring	396.3783783783784	9	occurring
ocean	337.39130434782606	5	ocean
ocean,	358.2416666666667	6	ocean,
ocean.	368.3529411764706	6	ocean.
odds	327.8904109589041	4	odds
of	323.0820346320346	2	of
off	311.83096366508687	3	off
offered	317.27848101265823	7	offered
office	322.5744680851064	6	office
office,	328.97872340425533	7	office,
often	328.85191347753744	5	often
old	388.85361216730035	3	old
old,	352.9484536082474	4	old,
older	363.8388429752066	5	older
oldest	325.15	6	oldest
on	327.79327578373466	2	on
on,	336.19662921348316	3	on,
on,'	407.01234567901236	4	on,'
on.'	338.0121951219512	4	on.'
once	359.08379888268155	4	once
once,	342.8965517241379	5	once,
one	326.3334561532793	3	one
one,	336.83240223463685	4	one,
one-colored	484.37974683544303	11	one-colored
one.	430.655737704918	4	one.
ones	334.39080459770116	4	ones
oneself	367.4225352112676	7	oneself
only	325.67203219315894	4	only
onset	348.7972027972028	5	onset
onto	318.6484375	4	onto
onto.	302.6621621621622	5	onto.
open	374.8121212121212	4	open
open,	355.53409090909093	5	open,
opened	322.0702479338843	6	opened
or	359.60859116851907	2	or
order	304.0081300813008	5	order
organize	323.6575342465753	8	organize
original	357.0263157894737	8	original
originally	326.7162162162162	10	originally
ornament.	378.30337078651684	9	ornament.
orphanage	372.272	9	orphanage
orphanage,	337.86021505376345	10	orphanage,
orphans.	370.5806451612903	8	orphans.
other	327.4648051192554	5	other
other,	356.63483146067415	6	other,
other,'	343.54545454545456	7	other,'
others	318.9477124183006	6	others
others,	321.0642857142857	7	others,
others.	376.0340425531915	7	others.
otherwise	348.3333333333333	9	otherwise
our	350.6777777777778	3	our
out	318.9950495049505	3	out
out!'	329.85393258426967	5	out!'
out,	332.9426644182125	4	out,
out.	345.1607843137255	4	out.
out?	310.1219512195122	4	out?
outside	313.5016233766234	7	outside
outside,	350.93333333333334	8	outside,
outwit	331.85057471264366	6	outwit
outwitted	382.5057471264368	9	outwitted
over	312.0765517241379	4	over
over,	306.94520547945206	5	over,
over.	316.64835164835165	5	over.
overcoming	339.2043010752688	10	overcoming
overlooked	339.68674698795184	10	overlooked
oversized	381.0933333333333	9	oversized
overturning	376.8863636363636	11	overturning
owed	293.1506849315069	4	owed
owl	341.7680608365019	3	owl
owl's	300.17045454545456	5	owl's
owl,	366.95454545454544	4	owl,
own	323.33466135458167	3	own
own.	377.458064516129	4	own.
owned	404.39784946236557	5	owned
owners	380.7976878612717	6	owners
owners.	480.58620689655174	7	owners.
pack	309.0705882352941	4	pack
paid	354.72727272727275	4	paid
paid.	339.8666666666667	5	paid.
pain	283.0821917808219	4	pain
pair	319.5820895522388	4	pair
pajama	403.5	6	pajama
pale	333.46666666666664	4	pale
panicked	344.15584415584414	8	panicked
pants,	318.0978260869565	6	pants,
paper	341.890243902439	5	paper
papers,	332.9512195121951	7	papers,
parents	321.8834355828221	7	parents
parents,	365.958904109589	8	parents,
parliamentary	386.4864864864865	13	parliamentary
part	328.27035830618894	4	part
part,	313.5945945945946	5	part,
participate	323.52054794520546	11	participate
particular,	302.5774647887324	11	particular,
particularly	430.23655913978496	12	particularly
parties	301.4805194805195	7	parties
party	361.36486486486484	5	party
passenger	380.60526315789474	9	passenger
past,	358.65555555555557	5	past,
patchy	333.3076923076923	6	patchy
patient	326.2	7	patient
patients	368.521327014218	8	patients
patted	312.3191489361702	6	patted
patter	309.64835164835165	6	patter
pattern	322.9852941176471	7	pattern
patterns	353.8169014084507	8	patterns
pay	322.2692307692308	3	pay
payment	313.8636363636364	7	payment
peaceful	336.86046511627904	8	peaceful
peaceful.	329.4	9	peaceful.
peacefully.	330.94444444444446	11	peacefully.
peak	342.2926829268293	4	peak
peaked	359.35555555555555	6	peaked
peaks	334.3783783783784	5	peaks
pebbles	290.1975308641975	7	pebbles
peeped	359.20454545454544	6	peeped
peered	349.1341463414634	6	peered
peering	293.875	7	peering
penny.	377.0989010989011	6	penny.
people	329.95248538011697	6	people
per	355.2105263157895	3	per
percent	350.42	7	percent
perfectly	366.0740740740741	9	perfectly
perform	315.5246913580247	7	perform
performer.	357.36986301369865	10	performer.
perhaps	310.2432432432432	7	perhaps
period	335.75	6	period
perpetrated.	402.9154929577465	12	perpetrated.
person	323.96860986547085	6	person
person.	325.15492957746477	7	person.
personality,	387.0842105263158	12	personality,
personnel	348.5405405405405	9	personnel
personnel,	367.4551724137931	10	personnel,
pet	374.79661016949154	3	pet
petals,	354.2857142857143	7	petals,
phase,	339.36486486486484	6	phase,
phenomenon	339.3333333333333	10	phenomenon
phenomenon,	352.1081081081081	11	phenomenon,
phone	324.7203166226913	5	phone
phrases	366.50704225352115	7	phrases
phrases.	352.7083333333333	8	phrases.
physical	385.09859154929575	8	physical
physicians	352.7027027027027	10	physicians
physicist	373.93243243243245	9	physicist
pick	283.3690476190476	4	pick
picture	369.23655913978496	7	picture
piece	324.90419161676647	5	piece
pieces	319.1566265060241	6	pieces
pill	308.3636363636364	4	pill
pink	375.15384615384613	4	pink
pioneering	393.5890410958904	10	pioneering
piping,	488.95454545454544	7	piping,
pitch	330.34705882352944	5	pitch
pity	303.2111111111111	4	pity
place	300.1388888888889	5	place
place,	335.0206611570248	6	place,
place.	374.0405405405405	6	place.
placed	348.22340425531917	6	placed
planted	306.2625	7	planted
plausibility	328.63380281690144	12	plausibility
play	329.6304849884527	4	play
play,	371.24175824175825	5	play,
play.	367.5652173913044	5	play.
played	341.0897435897436	6	played
pleased	335.4496124031008	7	pleased
plummeted.	361.52564102564105	10	plummeted.
plunged	345.7307692307692	7	plunged
point	303.2640692640693	5	point
polished	350.85714285714283	8	polished
poll,	389.027397260274	5	poll,
polls,	384.2054794520548	6	polls,
pond	329.11556603773585	4	pond
pond,	310.96590909090907	5	pond,
pool	306.68131868131866	4	pool
poor	335.78228782287823	4	poor
pop	343.86486486486484	3	pop
popular	348.81333333333333	7	popular
popular.	350.47435897435895	8	popular.
popularity,	388.9078947368421	11	popularity,
popularity.	393.8076923076923	11	popularity.
popularized	341.8051948051948	11	popularized
position	323.52702702702703	8	position
positive	313.82191780821915	8	positive
possession	328.5064102564103	10	possession
possible	320.66906474820144	8	possible
possibly	355.2432432432432	8	possibly
post	324.675	4	post
pouch	318.8941176470588	5	pouch
powder,	339.13978494623655	7	powder,
power	353.03314917127074	5	power
powerful	323.0365853658537	8	powerful
practically	340.438202247191	11	practically
practice	315.8936170212766	8	practice
precede,	510.0833333333333	8	precede,
predicted.	404.23809523809524	10	predicted.
predisposition	350.34285714285716	14	predisposition
preferred	337.8292682926829	9	preferred
prefix	363.57142857142856	6	prefix
prefixed	375.8076923076923	8	prefixed
preparing	364.96385542168673	9	preparing
presence	319.4246575342466	8	presence
present	352.06832298136646	7	present
presentation	328.6056338028169	12	presentation
press	367.59183673469386	5	press
pretending	338.4130434782609	10	pretending
pretty	383.1684210526316	6	pretty
price	284.8181818181818	5	price
prices	329.1360103626943	6	prices
prices,	368.35897435897436	7	prices,
prices.	351.4736842105263	7	prices.
pride	284.0	5	pride
primary	319.1392405063291	7	primary
prize	312.919881305638	5	prize
pro-UFO	446.36764705882354	7	pro-ufo
probably	325.9277108433735	8	probably
problem	316.3833333333333	7	problem
problem.	331.8705882352941	8	problem.
problems	337.96215139442234	8	problems
proclaimed	316.54117647058825	10	proclaimed
proclamation	365.70588235294116	12	proclamation
production	302.2916666666667	10	production
professional	343.17105263157896	12	professional
profit.	371.0769230769231	7	profit.
profusion	353.7974683544304	9	profusion
program	346.4551724137931	7	program
programs	373.07142857142856	8	programs
progress	324.93055555555554	8	progress
progressive	356.5890410958904	11	progressive
prominent	386.2464788732394	9	prominent
promised	323.9864864864865	8	promised
promised.'	326.29761904761904	10	promised.'
proof	319.54296875	5	proof
proof,	351.51428571428573	6	proof,
propagated	392.7894736842105	10	propagated
proponents	424.0827586206897	10	proponents
proposed	331.85526315789474	8	proposed
proud	293.46666666666664	5	proud
prove	300.7469879518072	5	prove
psychiatric	349.60869565217394	11	psychiatric
psychological	379.07042253521126	13	psychological
publicity	327.0	9	publicity
publicized	354.56164383561645	10	publicized
publicized.	345.8611111111111	11	publicized.
published	318.0821917808219	9	published
publishing	317.2631578947368	10	publishing
puddle.	356.03333333333336	7	puddle.
pulled	381.5923566878981	6	pulled
pulling	360.18666666666667	7	pulling
punching	344.3380281690141	8	punching
punish	290.0919540229885	6	punish
purchase	313.541935483871	8	purchase
purchases	415.31168831168833	9	purchases
purchasing	370.57142857142856	10	purchasing
purple	355.52564102564105	6	purple
purposeful,	369.42857142857144	11	purposeful,
pursuing	394.4431818181818	8	pursuing
push	287.825	4	push
put	301.39381720430106	3	put
puzzling	375.2068965517241	8	puzzling
question	381.2705882352941	8	question
question,	324.59154929577466	9	question,
question.	376.84507042253523	9	question.
questioned	320.1764705882353	10	questioned
quick	292.8192771084337	5	quick
quick-witted	372.9166666666667	12	quick-witted
quickly	311.71604938271605	7	quickly
quite	351.7519083969466	5	quite
quits,	278.2682926829268	6	quits,
rag	347.3	3	rag
raindrops	324.6060606060606	9	raindrops
raining',	344.53846153846155	9	raining',
raised	308.55555555555554	6	raised
ran	301.3510638297872	3	ran
ran.	386.1868131868132	4	ran.
ranch	351.1756756756757	5	ranch
ranged	339.44444444444446	6	ranged
ranks	327.0135135135135	5	ranks
rapidly	343.9493670886076	7	rapidly
rate.	417.0	5	rate.
rather	323.04635761589407	6	rather
rational	397.7922077922078	8	rational
ravaging	359.86046511627904	8	ravaging
re-sell	328.15584415584414	7	re-sell
reached	371.1575757575758	7	reached
reaching	290.02222222222224	8	reaching
read	316.09589041095893	4	read
ready	295.3790322580645	5	ready
real	310.66274509803924	4	real
realization	330.987012987013	11	realization
realized	320.3736263736264	8	realized
realizing	326.1666666666667	9	realizing
really	319.82758620689657	6	really
really.	346.6263736263736	7	really.
reason	340.8735632183908	6	reason
reasons	327.56164383561645	7	reasons
received	312.01176470588234	8	received
receiving	380.61842105263156	9	receiving
recent	336.80882352941177	6	recent
recently	406.97435897435895	8	recently
recorded	413.95	8	recorded
recounted	350.25	9	recounted
recovered	345.52607709750566	9	recovered
recovered,	335.71140939597313	10	recovered,
recovery	361.3076923076923	8	recovery
red	335.4064748201439	3	red
red,	425.59493670886076	4	red,
refer	292.4078947368421	5	refer
regarded	338.49333333333334	8	regarded
region.	415.66279069767444	7	region.
regret	357.6	6	regret
regretted	329.9189189189189	9	regretted
reign	344.08045977011494	5	reign
rejection	330.79545454545456	9	rejection
rejoiced	336.40588235294115	8	rejoiced
related	321.66847826086956	7	related
relationship	324.76258992805754	12	relationship
relatives,	349.9189189189189	10	relatives,
release	362.9189189189189	7	release
released	315.88732394366195	8	released
reliability	363.5138888888889	11	reliability
reliability,	358.71830985915494	12	reliability,
relief.	329.98765432098764	7	relief.
remain	315.1707317073171	6	remain
remained	330.1978021978022	8	remained
remained,	444.8068181818182	9	remained,
remained:	383.3452380952381	9	remained:
remaining	328.9318181818182	9	remaining
remains	299.2857142857143	7	remains
remarked	358.1666666666667	8	remarked
remembered	336.2875	10	remembered
reminding	317.2567567567568	9	reminding
repeating	347.6111111111111	9	repeating
repetitive	434.13194444444446	10	repetitive
repetitive,	437.7027027027027	11	repetitive,
replied	363.82278481012656	7	replied
replied,	335.96894409937886	8	replied,
replied.	349.8392857142857	8	replied.
report	314.92957746478874	6	report
report,	341.6521739130435	7	report,
reported	340.4172413793103	8	reported
reports	360.5774647887324	7	reports
reports.	337.7916666666667	8	reports.
reprinting	374.97333333333336	10	reprinting
reputation.	362.34939759036143	11	reputation.
request	367.1978021978022	7	request
requests,	348.88	9	requests,
require	348.0281690140845	7	require
required	322.24675324675326	8	required
research	337.3867924528302	8	research
researchers	377.17687074829934	11	researchers
researchers,	383.93055555555554	12	researchers,
residents	365.5	9	residents
resolve	316.2207792207792	7	resolve
resolved	355.5581395348837	8	resolved
resonance	380.75	9	resonance
responded	337.4375	9	responded
response	304.6857142857143	8	response
response,	334.3510638297872	9	response,
rest	300.70992366412213	4	rest
result	316.7655172413793	6	result
result,	330.59493670886076	7	result,
reward	331.65982404692085	6	reward
rewarded	305.49411764705883	8	rewarded
rewarded,	311.05882352941177	9	rewarded,
rich	287.6304347826087	4	rich
right	337.9471264367816	5	right
right,	316.1931818181818	6	right,
right?'	381.0240963855422	7	right?'
rippling	300.56666666666666	8	rippling
rise	293.61038961038963	4	rise
risk	306.7763157894737	4	risk
river	321.1878453038674	5	river
roamed	432.68131868131866	6	roamed
roast	316.57142857142856	5	roast
robin,	372.15909090909093	6	robin,
rock	307.5652173913044	4	rock
rocks	326.17391304347825	5	rocks
rocky	330.9782608695652	5	rocky
role	301.41062801932367	4	role
rolled	322.9255319148936	6	rolled
rolling	329.7142857142857	7	rolling
roof	326.8901098901099	4	roof
room	336.3157894736842	4	room
room.	337.51807228915663	5	room.
rose	372.18390804597703	4	rose
round	330.45604395604397	5	round
round.	352.8901098901099	6	round.
rubbed	331.72131147540983	6	rubbed
ruffles.	456.10869565217394	8	ruffles.
ruined	332.6842105263158	6	ruined
rule	309.5192307692308	4	rule
run	318.5945945945946	3	run
running	377.5217391304348	7	running
rushed	322.12345679012344	6	rushed
rushing	332.2967032967033	7	rushing
sad.	323.0120481927711	4	sad.
safe	303.22265625	4	safe
safe,	330.367816091954	5	safe,
safest,	307.65168539325845	7	safest,
said	332.96004566210047	4	said
said,	352.98377581120945	5	said,
said.	316.4390243902439	5	said.
sail	368.86813186813185	4	sail
sailed,	333.85869565217394	7	sailed,
sailing	353.2967032967033	7	sailing
same	357.1604938271605	4	same
sand,	351.84090909090907	5	sand,
sank	348.0689655172414	4	sank
sat	309.7183908045977	3	sat
sat,	298.5609756097561	4	sat,
satisfaction	324.1168831168831	12	satisfaction
saucer	316.8857142857143	6	saucer
saucer'.	373.94594594594594	8	saucer'.
saucers	334.67605633802816	7	saucers
savior	295.3333333333333	6	savior
savory	340.010989010989	6	savory
saw	302.98669032830526	3	saw
say	325.6	3	say
say,	312.0	4	say,
saying	352.032967032967	6	saying
saying,	318.6904761904762	7	saying,
says,	313.038961038961	5	says,
scattered	338.19565217391306	9	scattered
scene.	386.29761904761904	6	scene.
scheme	311.20512820512823	6	scheme
scholars	312.3333333333333	8	scholars
school	352.27705627705626	6	school
school,	379.5394736842105	7	school,
school.	369.7643312101911	7	school.
screen	367.9736842105263	6	screen
scurried	313.94505494505495	8	scurried
sea	307.0112359550562	3	sea
sea,	459.3152173913044	4	sea,
seal	336.93975903614455	4	seal
search	293.1125	6	search
searched	324.2826086956522	8	searched
season.	401.0128205128205	7	season.
seasonal	345.4492753623188	8	seasonal
seat.	397.4	5	seat.
seated	300.7831325301205	6	seated
second	317.7938144329897	6	second
second-hand	427.0422535211268	11	second-hand
secondary	345.05194805194805	9	secondary
secret	359.32394366197184	6	secret
secret,	353.13829787234044	7	secret,
see	315.4549418604651	3	see
see.	342.31325301204816	4	see.
seeds	325.44	5	seeds
seeds,	378.9866666666667	6	seeds,
seemed	329.14232209737827	6	seemed
seemingly	342.4109589041096	9	seemingly
seems	425.9647058823529	5	seems
seen	342.0759493670886	4	seen
seen,	321.83870967741933	5	seen,
seized	368.35869565217394	6	seized
self-confidence	332.3333333333333	15	self-confidence
self-diagnosed	378.7323943661972	14	self-diagnosed
self-harm	346.3380281690141	9	self-harm
sell	319.96153846153845	4	sell
selling	347.5869565217391	7	selling
sender	353.8666666666667	6	sender
sending	300.6842105263158	7	sending
sense	284.79194630872485	5	sense
sensed	319.8735632183908	6	sensed
sent	341.075	4	sent
serious	349.3150684931507	7	serious
seriously.	373.40277777777777	10	seriously.
set	310.7852760736196	3	set
settled	304.81290322580645	7	settled
seven	373.3424657534247	5	seven
seven-twelve	873.1142857142858	12	seven-twelve
seventies,	427.2133333333333	10	seventies,
seventy-eight,	557.4864864864865	14	seventy-eight,
several	344.8832599118943	7	several
severe	368.5436241610738	6	severe
severity	353.1383647798742	8	severity
severity.	340.14084507042253	9	severity.
sex	307.0	3	sex
shadow	332.9864864864865	6	shadow
shake	334.55913978494624	5	shake
shall	304.3863636363636	5	shall
shame,	312.2739726027397	6	shame,
shape	333.85869565217394	5	shape
shaving	321.1808510638298	7	shaving
she	320.83126660761735	3	she
she,	291.67123287671234	4	she,
sheer	344.17045454545456	5	sheer
shelter	347.5326086956522	7	shelter
sheltered	439.6222222222222	9	sheltered
shined	362.9673913043478	6	shined
shiny	307.6914893617021	5	shiny
ships	344.86813186813185	5	ships
ships,	370.73333333333335	6	ships,
shiver	322.0	6	shiver
shivered	342.81111111111113	8	shivered
shock.	356.3246753246753	6	shock.
