word	frequency	word_lower
American	77574577	american
court .	2232416	court .
court	28250928	court
critics	4777049	critics
identified	14492759	identified
variety	16891037	variety
problems	42582185	problems
ranged	1386724	ranged
reliability	3052171	reliability
second - hand	201354	second - hand
accounts ,	1155320	accounts ,
serious	16553118	serious
credibility	1901995	credibility
demonstrably	169759	demonstrably
false	8965826	false
internally - inconsistent	0	internally - inconsistent
internally	1305252	internally
inconsistent	1965409	inconsistent
claims ,	1115998	claims ,
dubious	868864	dubious
death - bed	54187	death - bed
death	39396434	death
' confessions '	2805	' confessions '
confessions	450811	confessions
elderly	4691520	elderly
easily	17543865	easily
confused	3857034	confused
witnesses .	365413	witnesses .
basic	22140233	basic
witness	6045941	witness
according	23748845	according
critics ,	614424	critics ,
minimum	9813077	minimum
thirty - one	246868	thirty - one
question ,	4499101	question ,
cases	38551029	cases
recounted	685976	recounted
memories	4520369	memories
reliability ,	360659	reliability ,
contamination	1718540	contamination
may	231873651	may
exposed	6899661	exposed
to .	5836294	to .
skeptics	177372	skeptics
objections	1844270	objections
plausibility	319008	plausibility
counter - argument	26349	counter - argument
counter	6222502	counter
argument	15548999	argument
presence	21692148	presence
publicized .	27306	publicized .
Accounting	1871888	accounting
launched	3287918	launched
inquiry	4046605	inquiry
directed	9211710	directed
Secretary	6886403	secretary
conduct	10879535	conduct
internal	15832625	internal
investigation .	1186507	investigation .
investigation	7528688	investigation
result	45374035	result
summarized	2331694	summarized
reports .	917510	reports .
reports	12649584	reports
released	6391624	released
ninety - five ,	5306	ninety - five ,
ninety - five	90506	ninety - five
five	39207935	five
concluded	7036244	concluded
material	30705891	material
likely	31832191	likely
Project	6571982	project
Mogul ,	11407	mogul ,
balloons	406299	balloons
meant	15115492	meant
detect	3120683	detect
generated	8249792	generated
Soviet	14092223	soviet
atomic	2858556	atomic
tests	11483917	tests
ballistic	355028	ballistic
missiles .	169399	missiles .
missiles	1200122	missiles
report ,	2256272	report ,
report	23570328	report
ninety - seven ,	2683	ninety - seven ,
combination	10668310	combination
innocently	279778	innocently
transformed	4500110	transformed
accidents	1947982	accidents
injured	2922811	injured
anthropomorphic	182601	anthropomorphic
dummies	156887	dummies
programs	20360974	programs
conducted	8944308	conducted
fifties ,	220966	fifties ,
fifties	716814	fifties
hoaxes	33648	hoaxes
perpetrated .	16790	perpetrated .
perpetrated	419028	perpetrated
psychological	8707142	psychological
effects	32198969	effects
compression	2811014	compression
occurred	11504759	occurred
explained	12566891	explained
discrepancy	992447	discrepancy
question .	4836539	question .
January	16220794	january
Karl	2749584	karl
Pflock ,	428	pflock ,
Pflock	1263	pflock
prominent	5650674	prominent
pro - UFO	220	pro - ufo
pro	4403380	pro
' Based	13724	' based
Based	4848367	based
research	44020920	research
certain	43746770	certain
possible	57560669	possible
absolute	8009591	absolute
proof ,	468766	proof ,
saucers	131798	saucers
Plains	1061092	plains
San	13788000	san
Agustin	95773	agustin
forty - seven . '	86	forty - seven . '
remains	16274457	remains
earthly ,	34360	earthly ,
earthly	1442442	earthly
Mogul . '	65	mogul . '
Although	34293908	although
conclusion ,	1217798	conclusion ,
conclusion	9296067	conclusion
Fourth	3129893	fourth
weekend ,	352248	weekend ,
weekend	2489138	weekend
hosts	1804151	hosts
Festival	1503065	festival
celebrating	796033	celebrating
UFO ,	9548	ufo ,
UFOlogists	1746	ufologists
discussions .	456838	discussions .
discussions	5430402	discussions
Tulip	66181	tulip
mania	458023	mania
period	46472774	period
Dutch	5482640	dutch
Age	7241100	age
contract	13888850	contract
prices	11346145	prices
bulbs	585748	bulbs
recently	11702311	recently
introduced	12941807	introduced
extraordinarily	777329	extraordinarily
levels	27247134	levels
collapsed .	262450	collapsed .
collapsed	1678325	collapsed
peak	5622753	peak
February	13102292	february
sixteen	2533345	sixteen
thirty - seven ,	20534	thirty - seven ,
thirty - seven	233364	thirty - seven
contracts	5247575	contracts
annual	10029078	annual
income	24966740	income
skilled	3094020	skilled
craftsman .	32431	craftsman .
craftsman	272784	craftsman
considered	32202519	considered
recorded	8986854	recorded
economic	44242546	economic
bubble .	90831	bubble .
bubble	1273305	bubble
tulip ,	13649	tulip ,
Europe	22628420	europe
sixteenth	2124550	sixteenth
century	42601730	century
Ottoman	1673536	ottoman
Empire ,	1057353	empire ,
Empire	5018515	empire
Provinces ,	103202	provinces ,
Provinces	508113	provinces
Netherlands .	622446	netherlands .
Netherlands	3792211	netherlands
cultivation	2342402	cultivation
earnest	1460895	earnest
fifteen	5611227	fifteen
ninety - three ,	4207	ninety - three ,
ninety - three	45012	ninety - three
Flemish	424825	flemish
botanist	172175	botanist
Charles	14871871	charles
l'Ecluse	0	l'ecluse
post	15719371	post
University	67931680	university
Leiden	841040	leiden
established	24167734	established
botanical	395559	botanical
garden ,	1276066	garden ,
garden	7558249	garden
oldest	2682488	oldest
planted	2442760	planted
collection	13163156	collection
Emperor 's	226486	emperor 's
Emperor	2888008	emperor
ambassador	1273218	ambassador
sent	21109114	sent
Turkey ,	661954	turkey ,
Turkey	3070631	turkey
tolerate	1437942	tolerate
harsher	211491	harsher
conditions	35531542	conditions
northern	7347097	northern
climate .	530570	climate .
climate	5928810	climate
shortly	3500842	shortly
tulips	135025	tulips
popularity .	262098	popularity .
popularity	2530366	popularity
flower	3495072	flower
rapidly	8534482	rapidly
coveted	349403	coveted
luxury	1972412	luxury
item	7431579	item
status	21483011	status
symbol ,	436232	symbol ,
profusion	317960	profusion
varieties	2601452	varieties
followed .	1215307	followed .
groups :	577297	groups :
groups	39349366	groups
one - colored	216	one - colored
colored	3638315	colored
red ,	1557862	red ,
yellow ,	739581	yellow ,
yellow	7043215	yellow
Couleren ,	0	couleren ,
Couleren	0	couleren
multicolored	126337	multicolored
Rosen	688459	rosen
( red	242396	( red
(	1632386106	(
pink	3093807	pink
background ) ,	14370	background ) ,
background	11241036	background
)	1646465753	)
Violetten	75	violetten
( purple	20315	( purple
purple	2069060	purple
lilac	185440	lilac
lesser	3073483	lesser
extent ,	2076301	extent ,
extent	18293383	extent
Bizarden	0	bizarden
( red ,	30089	( red ,
background )	78231	background )
popular .	510875	popular .
spectacular	1654557	spectacular
highly	17644939	highly
sought - after	96266	sought - after
sought	10466942	sought
flowers	6659621	flowers
vivid	1761625	vivid
colors ,	807485	colors ,
colors	4789634	colors
lines ,	2707281	lines ,
lines	22517508	lines
petals ,	91938	petals ,
petals	625141	petals
result ,	6017253	result ,
understood ,	1073470	understood ,
infected	2850883	infected
tulip - specific	0	tulip - specific
specific	38848436	specific
virus	4900008	virus
' Tulip	744	' tulip
virus ' .	896	virus ' .
growers	568212	growers
exalted	788626	exalted
titles .	304319	titles .
titles	3360521	titles
forms	27463164	forms
prefixed	141564	prefixed
' admiral ' ,	51	' admiral ' ,
admiral	480886	admiral
combined	9485910	combined
growers '	22739	growers '
names .	1356162	names .
names	14771585	names
' General '	5406	' general '
prefix	704422	prefix
varieties .	252421	varieties .
superb	939505	superb
names ,	1796066	names ,
' Admiral	6050	' admiral
Admirals '	1338	admirals '
Admirals	36839	admirals
' General	87520	' general
Generals ' .	174	generals ' .
Generals	281641	generals
similar	35543195	similar
' broken '	6463	' broken '
broken	9395520	broken
continue	17083687	continue
trade .	2040643	trade .
trade	26244446	trade
bulbs ,	99669	bulbs ,
propagated	508873	propagated
seeds	3806247	seeds
buds .	78672	buds .
buds	653126	buds
form	68619504	form
flowering	1005504	flowering
bulb	920990	bulb
seven - twelve	188	seven - twelve
twelve	6676403	twelve
grows	2907217	grows
flower ,	365652	flower ,
original	22804125	original
clone	517684	clone
Properly	159761	properly
cultivated ,	134294	cultivated ,
cultivated	2025870	cultivated
breaking '	7813	breaking '
virus ,	459703	virus ,
botanists	102383	botanists
studied ,	521639	studied ,
studied	10141743	studied
spreads	924662	spreads
buds ,	91276	buds ,
seeds ,	555472	seeds ,
cultivating	512197	cultivating
appealing	1639845	appealing
takes	19816257	takes
Propagation	296329	propagation
greatly	7110695	greatly
slowed	1237600	slowed
virus .	470014	virus .
bloom	904812	bloom
April	17677275	april
week ,	2903167	week ,
week	18433072	week
secondary	10003804	secondary
appear	22235113	appear
thereafter .	467633	thereafter .
uprooted	222841	uprooted
June	20075593	june
September ,	1435198	september ,
September	16292384	september
thus	34621166	thus
purchases	1966349	purchases
months .	3645958	months .
popularity ,	249788	popularity ,
professional	15752421	professional
paid	17418963	paid
thirty - four ,	24059	thirty - four ,
thirty - four	261825	thirty - four
demand	16692877	demand
French ,	1966855	french ,
French	26321301	french
speculators	287862	speculators
enter	11772759	enter
market .	4382018	market .
market	38330651	market
thirty - six ,	26630	thirty - six ,
thirty - six	408617	thirty - six
six	25700421	six
type	42273715	type
formal	11940654	formal
futures	1247862	futures
markets ,	1769776	markets ,
markets	10259741	markets
merchants	2625721	merchants
sell	8220156	sell
season .	1682692	season .
season	8243351	season
Traders	191586	traders
met	18391232	met
taverns	186848	taverns
buyers	1815579	buyers
required	34833403	required
pay	22850702	pay
fee	4461757	fee
per	49354567	per
purchasing	2254914	purchasing
prices ,	1358956	prices ,
intending	628029	intending
re - sell	4864	re - sell
re	15446238	re
profit .	847650	profit .
profit	8308084	profit
scheme	7912043	scheme
unless	13150478	unless
ultimately	6805000	ultimately
willing	9182351	willing
possession	5661689	possession
bulbs .	74592	bulbs .
increasingly	9891935	increasingly
inflated	587352	inflated
realization	2808285	realization
in ,	17167992	in ,
collapsed ,	214379	collapsed ,
plummeted .	34326	plummeted .
plummeted	177618	plummeted
speculative	1248199	speculative
holding	11695702	holding
purchase	7936281	purchase
greater	28854831	greater
market ,	3320835	market ,
fraction	4070260	fraction
price	23826559	price
paid .	687204	paid .
event	18031349	event
popularized	299230	popularized
eighteen	2726135	eighteen
forty - one	152603	forty - one
' Extraordinary	4140	' extraordinary
Extraordinary	251365	extraordinary
Delusions	57729	delusions
Madness	251550	madness
Crowds ' ,	101	crowds ' ,
Crowds	101873	crowds
British	31315885	british
journalist	1655119	journalist
Mackay	267095	mackay
wrote .	578529	wrote .
behave	2427720	behave
irrationally	75659	irrationally
thesis	4448656	thesis
primary	20241884	primary
examples .	1133137	examples .
examples	14717202	examples
Mackay ,	92583	mackay ,
acres	2916394	acres
offered	15628242	offered
Semper	54537	semper
Augustus	1031445	augustus
bulb .	111781	bulb .
investors	3940338	investors
ruined	1413263	ruined
desperate ,	178332	desperate ,
desperate	2624557	desperate
commerce	3795043	commerce
suffered	6386210	suffered
severe	9854989	severe
shock .	774232	shock .
shock	5647886	shock
Mackay 's	12784	mackay 's
account ,	2188532	account ,
panicked	321153	panicked
Netherlands ,	871575	netherlands ,
declaring	1265755	declaring
bought	6604892	bought
future	33430803	future
void	3395020	void
payment	8039886	payment
percent	36620745	percent
fee .	541467	fee .
Attempts	547677	attempts
resolve	3938896	resolve
satisfaction	6080985	satisfaction
parties	16917662	parties
unsuccessful .	210877	unsuccessful .
unsuccessful	1432650	unsuccessful
ended ,	809114	ended ,
says ,	6773312	says ,
says	29310842	says
individuals	22589212	individuals
stuck	3480952	stuck
crash .	267160	crash .
crash	1865394	crash
enforce	2141850	enforce
contract ,	1517271	contract ,
judges	3974830	judges
regarded	9025301	regarded
debts	2062996	debts
contracted	1353401	contracted
gambling ,	240695	gambling ,
gambling	1406032	gambling
enforceable	503690	enforceable
law .	6595652	law .
law	54997976	law
classic	4407368	classic
publishing	2999148	publishing
houses	9878238	houses
reprinting	86198	reprinting
today ,	3930220	today ,
contested .	98503	contested .
contested	1118727	contested
modern	23333779	modern
scholars	6373667	scholars
believe	30594846	believe
described ,	1022073	described ,
described	29601923	described
arguing	2514179	arguing
changes	37311795	changes
constituted	3442050	constituted
difficult	29966493	difficult
limited	22223315	limited
data	67806624	data
thirties .	140872	thirties .
thirties	762166	thirties
economists	1823948	economists
proposed	14002097	proposed
rational	6216696	rational
explanations ,	286065	explanations ,
explanations	3209381	explanations
mania ,	83223	mania ,
rise	14948927	rise
prices .	1528669	prices .
example ,	53161656	example ,
example	83682611	example
flowers ,	1278247	flowers ,
hyacinth ,	13312	hyacinth ,
hyacinth	70512	hyacinth
flower 's	17073	flower 's
introduction ,	625096	introduction ,
introduction	8578633	introduction
dramatically .	406147	dramatically .
dramatically	2857005	dramatically
driven	7179813	driven
expectations	6791104	expectations
parliamentary	1989317	parliamentary
decree	1666986	decree
voided	96377	voided
cost ,	1570119	cost ,
cost	31212232	cost
lowering	1478916	lowering
risk	28582434	risk
buyers .	218389	buyers .
Despite	8358374	despite
disagreements	663187	disagreements
whether	49005576	whether
technically	1287627	technically
bubble ,	89185	bubble ,
term	39384540	term
mania '	6197	mania '
metaphorically	323731	metaphorically
refer	8430029	refer
asset	3996781	asset
deviate	415371	deviate
intrinsic	2646700	intrinsic
values .	3615510	values .
values	33608259	values
Tourette 's	67892	tourette 's
Tourette	135722	tourette
syndrome ,	1355972	syndrome ,
syndrome	6842877	syndrome
neurological	964901	neurological
disorder	6963580	disorder
characterized	7084259	characterized
repetitive ,	92563	repetitive ,
repetitive	1037607	repetitive
involuntary	973945	involuntary
movements ,	1344368	movements ,
movements	9613806	movements
Dr.	15950051	dr.
Georges	868195	georges
Gilles	301525	gilles
la	25309478	la
Tourette ,	3686	tourette ,
pioneering	801153	pioneering
neurologist	140358	neurologist
eighty - six - year - old	172212	eighty - six - year - old
noblewoman .	3579	noblewoman .
noblewoman	35955	noblewoman
childhood	6646302	childhood
symptoms	9935013	symptoms
noticed ,	427783	noticed ,
average	20942483	average
onset	3409206	onset
between	169905876	between
ages	5047770	ages
estimated	8552136	estimated
Americans	15038710	americans
Tourette 's ,	1214	tourette 's ,
exhibit	3681750	exhibit
milder	313932	milder
less	66492927	less
complex	23142510	complex
include	35320768	include
chronic	6072599	chronic
motor	6581690	motor
vocal	1919886	vocal
tics	158923	tics
transient	1784490	transient
childhood .	900262	childhood .
majority	14796835	majority
diagnosed	1653583	diagnosed
disorder ,	1188139	disorder ,
lifetime .	689348	lifetime .
lifetime	3608822	lifetime
whose	34769707	whose
peaks	1988791	peaks
teens ,	198432	teens ,
teens	1114308	teens
improvement	7640531	improvement
occurring	3894946	occurring
continuing	5882111	continuing
adulthood .	404417	adulthood .
adulthood	1240638	adulthood
approximately	9303872	approximately
affected	11155698	affected
progressive	4230006	progressive
disabling	352299	disabling
course	51745541	course
lasts	887350	lasts
uncommon	1769394	uncommon
extended	10761527	extended
diagnosis	7071535	diagnosis
obtained .	1124216	obtained .
reasons	17716057	reasons
families	16497146	families
physicians	3426141	physicians
unfamiliar	1462076	unfamiliar
mild	3201166	mild
moderate	4397119	moderate
tic	224142	tic
inconsequential ,	27608	inconsequential ,
inconsequential	234580	inconsequential
developmental	4024232	developmental
phase ,	1647588	phase ,
phase	17236843	phase
condition .	2499358	condition .
blinking	429000	blinking
vision	11960467	vision
sniffing	274736	sniffing
seasonal	1802832	seasonal
allergies .	73776	allergies .
allergies	411233	allergies
patients	32440708	patients
self - diagnosed	2094	self - diagnosed
they ,	1091039	they ,
parents ,	3346484	parents ,
relatives ,	663675	relatives ,
relatives	3991902	relatives
read	32124152	read
either	45955645	either
complex .	1560785	complex .
sudden ,	503166	sudden ,
brief ,	805478	brief ,
brief	9517789	brief
involve	7204223	involve
muscle	8663633	muscle
groups .	5091242	groups .
common	45510679	common
blinking ,	47327	blinking ,
facial	2210934	facial
grimacing ,	16508	grimacing ,
grimacing	78917	grimacing
shoulder	7422452	shoulder
shrugging ,	7885	shrugging ,
shrugging	113148	shrugging
jerking .	4793	jerking .
jerking	204416	jerking
vocalizations ,	17068	vocalizations ,
vocalizations	102964	vocalizations
typically	9176882	typically
precede ,	16603	precede ,
precede	650756	precede
throat - clearing ,	828	throat - clearing ,
throat - clearing	4676	throat - clearing
throat	4424421	throat
clearing	1958952	clearing
sniffing ,	22625	sniffing ,
grunting	122214	grunting
sounds .	612034	sounds .
sounds	7477375	sounds
distinct ,	329449	distinct ,
distinct	8688807	distinct
coordinated	1476982	coordinated
patterns	13989300	patterns
movement	26884278	movement
twist	1340156	twist
shrug .	149389	shrug .
shrug	437362	shrug
purposeful ,	52548	purposeful ,
purposeful	503498	purposeful
touching	2396270	touching
objects ,	2254257	objects ,
objects	16712258	objects
hopping ,	32264	hopping ,
jumping ,	91367	jumping ,
jumping	1273153	jumping
bending ,	98756	bending ,
bending	1734474	bending
twisting .	20882	twisting .
twisting	765376	twisting
phrases .	256950	phrases .
phrases	2718090	phrases
dramatic	6068148	dramatic
self - harm	51182	self - harm
harm	5256339	harm
punching	259834	punching
oneself	2359059	oneself
coprolalia ,	1020	coprolalia ,
coprolalia	4685	coprolalia
involves	9749250	involves
uttering	322763	uttering
swear	1286120	swear
words ,	12798866	words ,
echolalia ,	5116	echolalia ,
echolalia	19075	echolalia
anxiety	6847115	anxiety
calm ,	715474	calm ,
focused	8093758	focused
activities .	4593217	activities .
activities	28737684	activities
physical	27907212	physical
experiences	12932100	experiences
trigger	2343925	trigger
worsen	290893	worsen
tics .	20375	tics .
collars	269113	collars
neck	8055934	neck
tics ,	31498	tics ,
hearing	8699831	hearing
sniff	240246	sniff
throat - clear	58	throat - clear
production	33961953	production
time ,	37113613	time ,
varying	4207604	varying
type ,	2395140	type ,
frequency ,	888451	frequency ,
frequency	12691327	frequency
location ,	1448262	location ,
location	12591138	location
severity .	173690	severity .
experience	43388158	experience
occur	17914283	occur
area ,	5327547	area ,
area	48310654	area
progress	12679934	progress
muscles	5042961	muscles
trunk	2385344	trunk
extremities .	138429	extremities .
extremities	672729	extremities
involuntary ,	60051	involuntary ,
sometimes	26236599	sometimes
suppress ,	30358	suppress ,
suppress	1374044	suppress
camouflage ,	35207	camouflage ,
camouflage	350560	camouflage
otherwise	13478788	otherwise
manage	5938517	manage
minimize	2618420	minimize
impact	18404514	impact
functioning .	545021	functioning .
functioning	4371222	functioning
substantial	8740002	substantial
buildup	475319	buildup
tension	6255605	tension
suppressing	475844	suppressing
expressed .	324854	expressed .
expressed	14200038	expressed
environmental	14589692	environmental
voluntary	3706360	voluntary
not .	13286315	not .
additional	17480447	additional
neurobehavioral	43009	neurobehavioral
inattention ,	36997	inattention ,
inattention	182472	inattention
hyperactivity	348828	hyperactivity
impulsivity .	15022	impulsivity .
impulsivity	126619	impulsivity
depression	6794796	depression
disorders ,	1277722	disorders ,
disorders	6663560	disorders
difficulties	8064589	difficulties
directly	21473786	directly
cause .	1796650	cause .
cause	30784148	cause
doctors	4437051	doctors
verifying	332744	verifying
patient	26917580	patient
year .	10188075	year .
existence	16608192	existence
psychiatric	2253531	psychiatric
establish	10794353	establish
correct	13073361	correct
Knowledgeable	28654	knowledgeable
clinicians	916464	clinicians
consulted	1505383	consulted
misdiagnose	4813	misdiagnose
atypical	639167	atypical
presentation	6601700	presentation
require	16766137	require
specialty	1197126	specialty
expertise	3645505	expertise
diagnosis .	833702	diagnosis .
blood	28036740	blood
laboratory	5381003	laboratory
neuroimaging	112651	neuroimaging
studies ,	3663346	studies ,
studies	31706820	studies
magnetic	5453796	magnetic
resonance	2173055	resonance
imaging ,	282510	imaging ,
imaging	3309980	imaging
computerized	742102	computerized
tomography ,	71695	tomography ,
tomography	785175	tomography
electroencephalograms ,	1263	electroencephalograms ,
electroencephalograms	7980	electroencephalograms
lab	1750462	lab
with .	3406697	with .
terms	42771039	terms
role	40882681	role
genes	5345323	genes
evidence	34374951	evidence
twin	2042436	twin
suggests	13884867	suggests
inherited	2707590	inherited
disorder .	1279139	disorder .
autosomal	350334	autosomal
dominant	7853052	dominant
mode	10964783	mode
inheritance	2551711	inheritance
recent	19718055	recent
pattern	16762731	pattern
effects ,	2250454	effects ,
smaller	12341270	smaller
factors	25057224	factors
development	59678974	development
Tourette 's .	1423	tourette 's .
Genetic	1362196	genetic
suggest	14130457	suggest
Attention	813466	attention
Deficit	250805	deficit
Obsessive	98879	obsessive
Compulsive	89300	compulsive
genetically	1011585	genetically
relationship	33122694	relationship
commonly	8554298	commonly
co - occurs	9639	co - occurs
co	10639209	co
occurs	13654025	occurs
gene	7687339	gene
sex	14316212	sex
person .	4058276	person .
particular ,	5750734	particular ,
particular	45358301	particular
males	4814665	males
females	4184991	females
predisposition	399370	predisposition
obsessive - compulsive	161252	obsessive - compulsive
symptoms .	1193811	symptoms .
current	30595808	current
aimed	4404246	aimed
understanding	25680525	understanding
basis	27563419	basis
symptomology	12058	symptomology
disorders .	1263843	disorders .
hope	18868214	hope
leads	10129834	leads
diagnostic	3176470	diagnostic
tools	10121943	tools
treatments	3207800	treatments
