word_x	mean_RT	word_length	word_lower	word_y	frequency
name	346.0919881305638	4	name	name	51126537
named	414.9710610932476	5	named	named	12183636
nameless	343.33714285714285	8	nameless	nameless	315375
names	303.7142857142857	5	names	names	14771585
narrative	330.1736111111111	9	narrative	narrative	8853574
nature	297.72972972972974	6	nature	nature	43505346
near	344.4205378973105	4	near	near	26915276
nearby	304.0	6	nearby	nearby	4756208
nearly	353.51301115241637	6	nearly	nearly	15730154
neck	352.6056338028169	4	neck	neck	8055934
needed	311.19028340080973	6	needed	needed	29198561
neither	361.7942857142857	7	neither	neither	14001676
nerves	309.704347826087	6	nerves	nerves	2442763
neurobehavioral	428.72857142857146	15	neurobehavioral	neurobehavioral	43009
neuroimaging	476.875	12	neuroimaging	neuroimaging	112651
neurological	398.56164383561645	12	neurological	neurological	964901
neurologist	414.40845070422534	11	neurologist	neurologist	140358
never	339.9922480620155	5	never	never	74546406
next	324.43643643643645	4	next	next	47961300
nickel	320.26344086021504	6	nickel	nickel	929620
night	372.64406779661016	5	night	night	37510529
nine	409.43617021276594	4	nine	nine	9145840
nineteen	423.36713286713285	8	nineteen	nineteen	1192019
nineties	352.4428571428571	8	nineties	nineties	317770
noise	364.5977011494253	5	noise	noise	7880836
nor	336.8045112781955	3	nor	nor	23501188
normally	395.968085106383	8	normally	normally	7271856
northern	351.09090909090907	8	northern	northern	7347097
note	327.1933333333333	4	note	note	19803831
notes	306.4054054054054	5	notes	notes	12057816
nothing	301.7133333333333	7	nothing	nothing	38429085
notice	337.6033519553073	6	notice	notice	11275569
noticed	309.6727272727273	7	noticed	noticed	6953790
nowhere	321.6453488372093	7	nowhere	nowhere	2429404
nuclear	478.28	7	nuclear	nuclear	8685357
number	356.76687116564415	6	number	number	87423172
numbers	351.90909090909093	7	numbers	numbers	18625635
o'clock	348.1170212765957	7	o'clock	o'clock	3555398
object	342.44	6	object	object	25819446
objections	334.6619718309859	10	objections	objections	1844270
oblivion	383.72972972972974	8	oblivion	oblivion	450174
obscured	321.4347826086956	8	obscured	obscured	772931
obtained	328.14666666666665	8	obtained	obtained	17042186
occasions	318.44444444444446	9	occasions	occasions	4218239
occupied	301.65060240963857	8	occupied	occupied	5672713
occur	316.63380281690144	5	occur	occur	17914283
occurred	362.758389261745	8	occurred	occurred	11504759
occurring	396.3783783783784	9	occurring	occurring	3894946
ocean	337.39130434782606	5	ocean	ocean	4545633
odds	327.8904109589041	4	odds	odds	2284178
off	311.83096366508687	3	off	off	72362056
offered	317.27848101265823	7	offered	offered	15628242
often	328.85191347753744	5	often	often	74180388
old	388.85361216730035	3	old	old	66132164
older	363.8388429752066	5	older	older	14300395
oldest	325.15	6	oldest	oldest	2682488
ones	334.39080459770116	4	ones	ones	16074289
oneself	367.4225352112676	7	oneself	oneself	2359059
only	325.67203219315894	4	only	only	224965302
onset	348.7972027972028	5	onset	onset	3409206
onto	318.6484375	4	onto	onto	11889539
open	374.8121212121212	4	open	open	40299926
opened	322.0702479338843	6	opened	opened	14564232
or	359.60859116851907	2	or	or	793525686
order	304.0081300813008	5	order	order	71575698
organize	323.6575342465753	8	organize	organize	2836534
original	357.0263157894737	8	original	original	22804125
originally	326.7162162162162	10	originally	originally	6172483
orphanage	372.272	9	orphanage	orphanage	253927
others	318.9477124183006	6	others	others	56694406
otherwise	348.3333333333333	9	otherwise	otherwise	13478788
our	350.6777777777778	3	our	our	162647972
out	318.9950495049505	3	out	out	242417228
outside	313.5016233766234	7	outside	outside	28641062
outwit	331.85057471264366	6	outwit	outwit	67587
outwitted	382.5057471264368	9	outwitted	outwitted	48600
overcoming	339.2043010752688	10	overcoming	overcoming	918752
overlooked	339.68674698795184	10	overlooked	overlooked	1600456
oversized	381.0933333333333	9	oversized	oversized	280472
overturning	376.8863636363636	11	overturning	overturning	170467
owed	293.1506849315069	4	owed	owed	1830581
owl	341.7680608365019	3	owl	owl	564219
own	323.33466135458167	3	own	own	109739389
owned	404.39784946236557	5	owned	owned	7296902
owners	380.7976878612717	6	owners	owners	5647846
pack	309.0705882352941	4	pack	pack	2918823
paid	354.72727272727275	4	paid	paid	17418963
pain	283.0821917808219	4	pain	pain	19787856
pair	319.5820895522388	4	pair	pair	7856480
pajama	403.5	6	pajama	pajama	53699
pale	333.46666666666664	4	pale	pale	3929513
panicked	344.15584415584414	8	panicked	panicked	321153
paper	341.890243902439	5	paper	paper	26454718
parents	321.8834355828221	7	parents	parents	25278253
parliamentary	386.4864864864865	13	parliamentary	parliamentary	1989317
part	328.27035830618894	4	part	part	92088752
participate	323.52054794520546	11	participate	participate	5783380
particularly	430.23655913978496	12	particularly	particularly	27491414
parties	301.4805194805195	7	parties	parties	16917662
party	361.36486486486484	5	party	party	30584496
passenger	380.60526315789474	9	passenger	passenger	2075639
patchy	333.3076923076923	6	patchy	patchy	202526
patient	326.2	7	patient	patient	26917580
patients	368.521327014218	8	patients	patients	32440708
patted	312.3191489361702	6	patted	patted	663234
patter	309.64835164835165	6	patter	patter	116775
pattern	322.9852941176471	7	pattern	pattern	16762731
patterns	353.8169014084507	8	patterns	patterns	13989300
pay	322.2692307692308	3	pay	pay	22850702
payment	313.8636363636364	7	payment	payment	8039886
peaceful	336.86046511627904	8	peaceful	peaceful	2870661
peak	342.2926829268293	4	peak	peak	5622753
peaked	359.35555555555555	6	peaked	peaked	445987
peaks	334.3783783783784	5	peaks	peaks	1988791
pebbles	290.1975308641975	7	pebbles	pebbles	401910
peeped	359.20454545454544	6	peeped	peeped	115964
peered	349.1341463414634	6	peered	peered	860488
peering	293.875	7	peering	peering	512812
per	355.2105263157895	3	per	per	49354567
percent	350.42	7	percent	percent	36620745
perfectly	366.0740740740741	9	perfectly	perfectly	5795561
perform	315.5246913580247	7	perform	perform	10367531
period	335.75	6	period	period	46472774
person	323.96860986547085	6	person	person	54204685
personnel	348.5405405405405	9	personnel	personnel	6648831
pet	374.79661016949154	3	pet	pet	1554092
phenomenon	339.3333333333333	10	phenomenon	phenomenon	6733400
phone	324.7203166226913	5	phone	phone	10537598
phrases	366.50704225352115	7	phrases	phrases	2718090
physical	385.09859154929575	8	physical	physical	27907212
physicians	352.7027027027027	10	physicians	physicians	3426141
physicist	373.93243243243245	9	physicist	physicist	545764
pick	283.3690476190476	4	pick	pick	6368929
picture	369.23655913978496	7	picture	picture	15757363
piece	324.90419161676647	5	piece	piece	13321986
pieces	319.1566265060241	6	pieces	pieces	9098205
pill	308.3636363636364	4	pill	pill	720689
pink	375.15384615384613	4	pink	pink	3093807
pioneering	393.5890410958904	10	pioneering	pioneering	801153
pitch	330.34705882352944	5	pitch	pitch	3008689
pity	303.2111111111111	4	pity	pity	2180399
place	300.1388888888889	5	place	place	78015798
placed	348.22340425531917	6	placed	placed	19012612
planted	306.2625	7	planted	planted	2442760
plausibility	328.63380281690144	12	plausibility	plausibility	319008
play	329.6304849884527	4	play	play	29832939
played	341.0897435897436	6	played	played	13062452
pleased	335.4496124031008	7	pleased	pleased	4509512
plunged	345.7307692307692	7	plunged	plunged	922053
point	303.2640692640693	5	point	point	68533138
polished	350.85714285714283	8	polished	polished	1396810
pond	329.11556603773585	4	pond	pond	1463397
pool	306.68131868131866	4	pool	pool	5265222
pop	343.86486486486484	3	pop	pop	2355356
popularized	341.8051948051948	11	popularized	popularized	299230
position	323.52702702702703	8	position	position	40450148
positive	313.82191780821915	8	positive	positive	21509569
possession	328.5064102564103	10	possession	possession	5661689
possible	320.66906474820144	8	possible	possible	57560669
possibly	355.2432432432432	8	possibly	possibly	8857661
post	324.675	4	post	post	15719371
pouch	318.8941176470588	5	pouch	pouch	579050
power	353.03314917127074	5	power	power	69017913
powerful	323.0365853658537	8	powerful	powerful	14104583
practically	340.438202247191	11	practically	practically	3117106
practice	315.8936170212766	8	practice	practice	31369864
predisposition	350.34285714285716	14	predisposition	predisposition	399370
preferred	337.8292682926829	9	preferred	preferred	6241124
prefix	363.57142857142856	6	prefix	prefix	704422
prefixed	375.8076923076923	8	prefixed	prefixed	141564
preparing	364.96385542168673	9	preparing	preparing	3933717
presence	319.4246575342466	8	presence	presence	21692148
present	352.06832298136646	7	present	present	52582897
presentation	328.6056338028169	12	presentation	presentation	6601700
press	367.59183673469386	5	press	press	13390537
pretending	338.4130434782609	10	pretending	pretending	896423
pretty	383.1684210526316	6	pretty	pretty	9374625
price	284.8181818181818	5	price	price	23826559
prices	329.1360103626943	6	prices	prices	11346145
pride	284.0	5	pride	pride	4797865
primary	319.1392405063291	7	primary	primary	20241884
prize	312.919881305638	5	prize	prize	1999559
probably	325.9277108433735	8	probably	probably	29000763
problem	316.3833333333333	7	problem	problem	49011206
problems	337.96215139442234	8	problems	problems	42582185
proclaimed	316.54117647058825	10	proclaimed	proclaimed	1901252
proclamation	365.70588235294116	12	proclamation	proclamation	914548
production	302.2916666666667	10	production	production	33961953
professional	343.17105263157896	12	professional	professional	15752421
profusion	353.7974683544304	9	profusion	profusion	317960
program	346.4551724137931	7	program	program	33194314
programs	373.07142857142856	8	programs	programs	20360974
progress	324.93055555555554	8	progress	progress	12679934
progressive	356.5890410958904	11	progressive	progressive	4230006
prominent	386.2464788732394	9	prominent	prominent	5650674
promised	323.9864864864865	8	promised	promised	5574370
proof	319.54296875	5	proof	proof	6786238
propagated	392.7894736842105	10	propagated	propagated	508873
proponents	424.0827586206897	10	proponents	proponents	893203
proposed	331.85526315789474	8	proposed	proposed	14002097
proud	293.46666666666664	5	proud	proud	4302948
prove	300.7469879518072	5	prove	prove	8557322
psychiatric	349.60869565217394	11	psychiatric	psychiatric	2253531
psychological	379.07042253521126	13	psychological	psychological	8707142
publicity	327.0	9	publicity	publicity	1954005
publicized	354.56164383561645	10	publicized	publicized	537211
published	318.0821917808219	9	published	published	21084592
publishing	317.2631578947368	10	publishing	publishing	2999148
pulled	381.5923566878981	6	pulled	pulled	9729077
pulling	360.18666666666667	7	pulling	pulling	2928123
punching	344.3380281690141	8	punching	punching	259834
punish	290.0919540229885	6	punish	punish	1322732
purchase	313.541935483871	8	purchase	purchase	7936281
purchases	415.31168831168833	9	purchases	purchases	1966349
purchasing	370.57142857142856	10	purchasing	purchasing	2254914
purple	355.52564102564105	6	purple	purple	2069060
pursuing	394.4431818181818	8	pursuing	pursuing	1954554
push	287.825	4	push	push	4573513
put	301.39381720430106	3	put	put	49376612
puzzling	375.2068965517241	8	puzzling	puzzling	570021
question	381.2705882352941	8	question	question	44123698
questioned	320.1764705882353	10	questioned	questioned	2703531
quick	292.8192771084337	5	quick	quick	7462194
quickly	311.71604938271605	7	quickly	quickly	18146835
quite	351.7519083969466	5	quite	quite	32424104
rag	347.3	3	rag	rag	525215
raindrops	324.6060606060606	9	raindrops	raindrops	119580
raised	308.55555555555554	6	raised	raised	14251814
ran	301.3510638297872	3	ran	ran	11331563
ranch	351.1756756756757	5	ranch	ranch	1363145
ranged	339.44444444444446	6	ranged	ranged	1386724
ranks	327.0135135135135	5	ranks	ranks	2997609
rapidly	343.9493670886076	7	rapidly	rapidly	8534482
rational	397.7922077922078	8	rational	rational	6216696
ravaging	359.86046511627904	8	ravaging	ravaging	68248
reached	371.1575757575758	7	reached	reached	18512983
reaching	290.02222222222224	8	reaching	reaching	5456390
read	316.09589041095893	4	read	read	32124152
ready	295.3790322580645	5	ready	ready	16067422
real	310.66274509803924	4	real	real	40475381
realization	330.987012987013	11	realization	realization	2808285
realized	320.3736263736264	8	realized	realized	9907379
realizing	326.1666666666667	9	realizing	realizing	1482798
really	319.82758620689657	6	really	really	36961130
reason	340.8735632183908	6	reason	reason	33557823
reasons	327.56164383561645	7	reasons	reasons	17716057
received	312.01176470588234	8	received	received	24664326
receiving	380.61842105263156	9	receiving	receiving	6453718
recent	336.80882352941177	6	recent	recent	19718055
recently	406.97435897435895	8	recently	recently	11702311
recorded	413.95	8	recorded	recorded	8986854
recounted	350.25	9	recounted	recounted	685976
recovered	345.52607709750566	9	recovered	recovered	3191950
recovery	361.3076923076923	8	recovery	recovery	6416061
red	335.4064748201439	3	red	red	19233374
refer	292.4078947368421	5	refer	refer	8430029
regarded	338.49333333333334	8	regarded	regarded	9025301
regret	357.6	6	regret	regret	2074374
regretted	329.9189189189189	9	regretted	regretted	652809
reign	344.08045977011494	5	reign	reign	2920841
rejection	330.79545454545456	9	rejection	rejection	3517329
rejoiced	336.40588235294115	8	rejoiced	rejoiced	346775
related	321.66847826086956	7	related	related	32471782
relationship	324.76258992805754	12	relationship	relationship	33122694
release	362.9189189189189	7	release	release	9663152
released	315.88732394366195	8	released	released	6391624
reliability	363.5138888888889	11	reliability	reliability	3052171
remain	315.1707317073171	6	remain	remain	16517925
remained	330.1978021978022	8	remained	remained	15552573
remaining	328.9318181818182	9	remaining	remaining	8938882
remains	299.2857142857143	7	remains	remains	16274457
remarked	358.1666666666667	8	remarked	remarked	2825594
remembered	336.2875	10	remembered	remembered	6932479
reminding	317.2567567567568	9	reminding	reminding	819957
repeating	347.6111111111111	9	repeating	repeating	1532001
repetitive	434.13194444444446	10	repetitive	repetitive	1037607
replied	363.82278481012656	7	replied	replied	9141323
report	314.92957746478874	6	report	report	23570328
reported	340.4172413793103	8	reported	reported	20995896
reports	360.5774647887324	7	reports	reports	12649584
reprinting	374.97333333333336	10	reprinting	reprinting	86198
request	367.1978021978022	7	request	request	9269744
require	348.0281690140845	7	require	require	16766137
required	322.24675324675326	8	required	required	34833403
researchers	377.17687074829934	11	researchers	researchers	6315379
residents	365.5	9	residents	residents	5484982
resolve	316.2207792207792	7	resolve	resolve	3938896
resolved	355.5581395348837	8	resolved	resolved	4207260
resonance	380.75	9	resonance	resonance	2173055
responded	337.4375	9	responded	responded	4723881
response	304.6857142857143	8	response	response	28758864
rest	300.70992366412213	4	rest	rest	23781741
result	316.7655172413793	6	result	result	45374035
reward	331.65982404692085	6	reward	reward	3549720
rewarded	305.49411764705883	8	rewarded	rewarded	1263320
rich	287.6304347826087	4	rich	rich	12456985
rippling	300.56666666666666	8	rippling	rippling	198044
rise	293.61038961038963	4	rise	rise	14948927
risk	306.7763157894737	4	risk	risk	28582434
river	321.1878453038674	5	river	river	12570076
roamed	432.68131868131866	6	roamed	roamed	298255
roast	316.57142857142856	5	roast	roast	622675
rock	307.5652173913044	4	rock	rock	9223034
rocks	326.17391304347825	5	rocks	rocks	4911070
rocky	330.9782608695652	5	rocky	rocky	1191306
role	301.41062801932367	4	role	role	40882681
rolled	322.9255319148936	6	rolled	rolled	3677748
rolling	329.7142857142857	7	rolling	rolling	2876355
roof	326.8901098901099	4	roof	roof	4736012
room	336.3157894736842	4	room	room	42569269
rose	372.18390804597703	4	rose	rose	8709183
round	330.45604395604397	5	round	round	14284199
rubbed	331.72131147540983	6	rubbed	rubbed	1368620
ruined	332.6842105263158	6	ruined	ruined	1413263
rule	309.5192307692308	4	rule	rule	22483902
run	318.5945945945946	3	run	run	26037535
running	377.5217391304348	7	running	running	14525743
rushed	322.12345679012344	6	rushed	rushed	2373651
rushing	332.2967032967033	7	rushing	rushing	1112733
safe	303.22265625	4	safe	safe	10018666
said	332.96004566210047	4	said	said	171981082
sail	368.86813186813185	4	sail	sail	1920964
sailing	353.2967032967033	7	sailing	sailing	1434532
same	357.1604938271605	4	same	same	119751381
sank	348.0689655172414	4	sank	sank	1447624
sat	309.7183908045977	3	sat	sat	14799021
satisfaction	324.1168831168831	12	satisfaction	satisfaction	6080985
saucer	316.8857142857143	6	saucer	saucer	268955
saucers	334.67605633802816	7	saucers	saucers	131798
savior	295.3333333333333	6	savior	savior	252326
savory	340.010989010989	6	savory	savory	129660
saw	302.98669032830526	3	saw	saw	36746641
say	325.6	3	say	say	65187655
saying	352.032967032967	6	saying	saying	16371671
scattered	338.19565217391306	9	scattered	scattered	3486918
scheme	311.20512820512823	6	scheme	scheme	7912043
scholars	312.3333333333333	8	scholars	scholars	6373667
school	352.27705627705626	6	school	school	49507062
screen	367.9736842105263	6	screen	screen	9231682
scurried	313.94505494505495	8	scurried	scurried	184341
sea	307.0112359550562	3	sea	sea	15805476
seal	336.93975903614455	4	seal	seal	2323646
search	293.1125	6	search	search	15119703
searched	324.2826086956522	8	searched	searched	1762012
seasonal	345.4492753623188	8	seasonal	seasonal	1802832
seated	300.7831325301205	6	seated	seated	2983271
second	317.7938144329897	6	second	second	56709426
secondary	345.05194805194805	9	secondary	secondary	10003804
see	315.4549418604651	3	see	see	158936043
seemed	329.14232209737827	6	seemed	seemed	29429319
seemingly	342.4109589041096	9	seemingly	seemingly	3029921
seems	425.9647058823529	5	seems	seems	30033228
seen	342.0759493670886	4	seen	seen	48510258
seized	368.35869565217394	6	seized	seized	2716575
sell	319.96153846153845	4	sell	sell	8220156
selling	347.5869565217391	7	selling	selling	5975094
sender	353.8666666666667	6	sender	sender	782406
sending	300.6842105263158	7	sending	sending	4191416
sense	284.79194630872485	5	sense	sense	45135376
sensed	319.8735632183908	6	sensed	sensed	1424388
sent	341.075	4	sent	sent	21109114
serious	349.3150684931507	7	serious	serious	16553118
set	310.7852760736196	3	set	set	70534745
settled	304.81290322580645	7	settled	settled	6959663
seven	373.3424657534247	5	seven	seven	14902531
several	344.8832599118943	7	several	several	51680241
severe	368.5436241610738	6	severe	severe	9854989
severity	353.1383647798742	8	severity	severity	2389980
sex	307.0	3	sex	sex	14316212
shadow	332.9864864864865	6	shadow	shadow	4318021
shake	334.55913978494624	5	shake	shake	2330953
shall	304.3863636363636	5	shall	shall	44913437
shape	333.85869565217394	5	shape	shape	13600507
shaving	321.1808510638298	7	shaving	shaving	338391
sheer	344.17045454545456	5	sheer	sheer	2071421
shelter	347.5326086956522	7	shelter	shelter	2858728
sheltered	439.6222222222222	9	sheltered	sheltered	783069
shined	362.9673913043478	6	shined	shined	111445
shiny	307.6914893617021	5	shiny	shiny	940068
ships	344.86813186813185	5	ships	ships	5955428
shiver	322.0	6	shiver	shiver	405110
shivered	342.81111111111113	8	shivered	shivered	491021
shoe	350.74468085106383	4	shoe	shoe	1458588
shoes	374.0659340659341	5	shoes	shoes	4271116
shone	330.74175824175825	5	shone	shone	977222
short	313.71505376344084	5	short	short	35215395
shortcut	326.3411764705882	8	shortcut	shortcut	655198
shortly	375.6687898089172	7	shortly	shortly	3500842
shot	351.4096385542169	4	shot	shot	10073717
should	320.8826530612245	6	should	should	157257237
shoulder	396.63255813953486	8	shoulder	shoulder	7422452
show	322.7717717717718	4	show	show	38166852
shows	338.9080459770115	5	shows	shows	27219973
shrill	387.0348837209302	6	shrill	shrill	416532
shuffling	319.4074074074074	9	shuffling	shuffling	313281
shut	299.3018867924528	4	shut	shut	4903290
side	296.43243243243245	4	side	side	48798225
sides	311.13253012048193	5	sides	sides	9829499
sign	312.5542168674699	4	sign	sign	13731175
signal	336.8390804597701	6	signal	signal	11412767
silver	406.76666666666665	6	silver	silver	6488905
similar	345.0204081632653	7	similar	similar	35543195
simply	347.8142076502732	6	simply	simply	28445238
sings	327.4886363636364	5	sings	sings	691024
sinister	426.8837209302326	8	sinister	sinister	695295
sink	312.989010989011	4	sink	sink	2411471
sister	370.91333333333336	6	sister	sister	9970875
sisters	321.2	7	sisters	sisters	3625682
sit	330.17021276595744	3	sit	sit	9144370
sitting	327.2977099236641	7	sitting	sitting	10039381
situation	331.53374233128835	9	situation	situation	29153658
sixteen	535.8529411764706	7	sixteen	sixteen	2533345
sixteenth	455.31168831168833	9	sixteenth	sixteenth	2124550
skeptics	321.5416666666667	8	skeptics	skeptics	177372
skilled	429.89473684210526	7	skilled	skilled	3094020
sky	342.54945054945057	3	sky	sky	7458490
slain	299.5849802371541	5	slain	slain	723487
slate	359.1363636363636	5	slate	slate	643177
sleep	318.64130434782606	5	sleep	sleep	12082335
slip	349.0232558139535	4	slip	slip	3085226
slipped	349.5287356321839	7	slipped	slipped	2912837
slippers	402.67391304347825	8	slippers	slippers	399363
slipping	310.4657534246575	8	slipping	slipping	901293
slow	317.9268292682927	4	slow	slow	9550031
slowed	375.5064935064935	6	slowed	slowed	1237600
slowly	330.59593023255815	6	slowly	slowly	10859756
small	343.9358024691358	5	small	small	68870614
smaller	323.4927536231884	7	smaller	smaller	12341270
smarter	355.531914893617	7	smarter	smarter	333103
smell	319.3243243243243	5	smell	smell	3934490
smile	313.6457142857143	5	smile	smile	8995820
smiled	304.16477272727275	6	smiled	smiled	7544213
smiling	306.94604316546764	7	smiling	smiling	3119136
smoking	329.4255319148936	7	smoking	smoking	3671304
smoothed	344.032967032967	8	smoothed	smoothed	578325
snack	312.741935483871	5	snack	snack	604773
snail	326.82377049180326	5	snail	snail	333225
sneaking	319.57142857142856	8	sneaking	sneaking	255524
sniff	332.30555555555554	5	sniff	sniff	240246
sniffing	371.72222222222223	8	sniffing	sniffing	274736
snow	359.26881720430106	4	snow	snow	5572025
snowflakes	372.46153846153845	10	snowflakes	snowflakes	107810
sold	344.59411764705885	4	sold	sold	9868687
solid	318.2584269662921	5	solid	solid	9023598
solution	385.92972972972973	8	solution	solution	19087669
solve	295.4642857142857	5	solve	solve	5061342
someone	319.8974358974359	7	someone	Someone	2123510
something	322.33934426229507	9	something	something	56397999
sometimes	336.8611111111111	9	sometimes	sometimes	26236599
somewhere	342.2111111111111	9	somewhere	somewhere	5349297
song	296.5	4	song	song	7155630
soon	342.57575757575756	4	soon	soon	26497323
sorry	349.49333333333334	5	sorry	sorry	5821062
sort	299.46315789473687	4	sort	sort	15450103
sought	350.3376623376623	6	sought	sought	10466942
soul	318.7802197802198	4	soul	soul	12819375
sound	334.11267605633805	5	sound	sound	20852205
sounded	357.2962962962963	7	sounded	sounded	3237154
source	345.7931034482759	6	source	source	25399984
sparking	373.77027027027026	8	sparking	sparking	109172
sparkling	363.78409090909093	9	sparkling	sparkling	702011
spatter	317.83516483516485	7	spatter	spatter	46990
special	363.4689265536723	7	special	special	29951345
specials	338.6756756756757	8	specials	specials	181588
specialty	346.1830985915493	9	specialty	specialty	1197126
specifically	325.16438356164383	12	specifically	specifically	8183969
speck	299.2048192771084	5	speck	speck	211435
spectacular	387.30379746835445	11	spectacular	spectacular	1654557
speculative	369.562091503268	11	speculative	speculative	1248199
speculators	383.1456953642384	11	speculators	speculators	287862
spending	362.6043956043956	8	spending	spending	5669486
spin	284.81176470588235	4	spin	spin	2746279
spinning	459.0238095238095	8	spinning	spinning	1400425
spite	294.2352941176471	5	spite	spite	5588003
spoke	298.1630434782609	5	spoke	spoke	11008911
spotted	370.06024096385545	7	spotted	spotted	1681996
sprang	319.3076923076923	6	sprang	sprang	1242355
spreads	344.57894736842104	7	spreads	spreads	924662
spun	453.9647058823529	4	spun	spun	1103549
sputtered	345.2087912087912	9	sputtered	sputtered	194678
square	349.12865497076024	6	square	square	9853529
squeaked	337.6808510638298	8	squeaked	squeaked	116770
squirrel	328.0732600732601	8	squirrel	squirrel	423302
stage	282.94594594594594	5	stage	stage	22343407
stand	306.5	5	stand	stand	15695998
standing	315.7608695652174	8	standing	standing	13587754
star	308.5824175824176	4	star	star	5786355
stared	332.89772727272725	6	stared	stared	4513179
staring	328.1931818181818	7	staring	staring	2907063
start	349.89772727272725	5	start	start	21599088
started	333.83720930232556	7	started	started	22218842
stated	373.68243243243245	6	stated	stated	11391022
stately	393.69767441860466	7	stately	stately	511561
status	331.5974025974026	6	status	status	21483011
stay	312.20454545454544	4	stay	stay	15085046
stayed	320.16129032258067	6	stayed	stayed	5275752
steadfastly	336.90909090909093	11	steadfastly	steadfastly	201439
steal	285.2261904761905	5	steal	steal	1503787
stepped	378.8933333333333	7	stepped	stepped	4952899
still	318.8477801268499	5	still	still	82706155
stone	436.34065934065933	5	stone	stone	9878783
stood	316.01675977653633	5	stood	stood	17437380
stop	340.4886363636364	4	stop	stop	16470671
stopped	333.51612903225805	7	stopped	stopped	11653050
store	374.6276595744681	5	store	store	10270499
storming	327.67469879518075	8	storming	storming	176142
story	321.2572614107884	5	story	story	31595058
straight	325.8346456692913	8	straight	straight	10602691
strained	374.5679012345679	8	strained	strained	1123191
strangest	353.1666666666667	9	strangest	strangest	217542
streak	337.2	6	streak	streak	586066
street	349.3763440860215	6	street	street	11526168
streets	428.06666666666666	7	streets	streets	6363181
strength	346.2	8	strength	strength	16565468
stretched	349.31111111111113	9	stretched	stretched	2870453
strong	381.02777777777777	6	strong	strong	28509360
strove	347.03409090909093	6	strove	strove	448359
struggling	352.17105263157896	10	struggling	struggling	2265667
stubby	341.25274725274727	6	stubby	stubby	107470
stuck	325.2987012987013	5	stuck	stuck	3480952
studies	333.514598540146	7	studies	studies	31706820
style	350.6666666666667	5	style	style	17652570
subject	342.5112107623318	7	subject	subject	36611667
subsequent	373.45205479452056	10	subsequent	subsequent	9257747
substantial	326.2230215827338	11	substantial	substantial	8740002
successful	380.4767441860465	10	successful	successful	15958427
such	317.79910714285717	4	such	such	209032143
sudden	307.72972972972974	6	sudden	sudden	6001534
suddenly	332.1358839050132	8	suddenly	suddenly	10432550
suffered	318.4025974025974	8	suffered	suffered	6386210
suggest	306.1449275362319	7	suggest	suggest	14130457
suggested	344.2032520325203	9	suggested	suggested	15644892
suggests	314.59420289855075	8	suggests	suggests	13884867
sullenly	343.9894736842105	8	sullenly	sullenly	99652
summarized	331.82608695652175	10	summarized	summarized	2331694
summer	369.72222222222223	6	summer	summer	13037148
sun	357.1721132897604	3	sun	sun	12492350
sunbeams	409.84615384615387	8	sunbeams	sunbeams	51352
sunny	352.1978021978022	5	sunny	sunny	990671
superb	342.1168831168831	6	superb	superb	939505
superlative	507.5157894736842	11	superlative	superlative	153725
suppose	348.5054945054945	7	suppose	suppose	7125336
supposed	326.0531914893617	8	supposed	supposed	9366370
suppressing	341.07246376811594	11	suppressing	suppressing	475844
surprised	347.4888888888889	9	surprised	surprised	5800179
surrounded	341.1505791505792	10	surrounded	surrounded	4468786
surveillance	448.06666666666666	12	surveillance	surveillance	1819934
suspect	297.0	7	suspect	suspect	3776247
suspected	317.8777777777778	9	suspected	suspected	3567250
suspicion	359.26666666666665	9	suspicion	suspicion	2664602
swallow	316.8720930232558	7	swallow	swallow	1121515
swash	318.34065934065933	5	swash	swash	27029
swear	392.47222222222223	5	swear	swear	1286120
sweetest	316.1758241758242	8	sweetest	sweetest	256956
swimming	318.74175824175825	8	swimming	swimming	2464770
swing	334.57608695652175	5	swing	swing	2181363
switched	336.6219512195122	8	switched	switched	1626812
symbol	348.88505747126436	6	symbol	symbol	5637294
symptomology	394.4	12	symptomology	symptomology	12058
symptoms	352.8107692307692	8	symptoms	symptoms	9935013
syndrome	326.0281690140845	8	syndrome	syndrome	6842877
synonymous	399.2133333333333	10	synonymous	synonymous	872420
take	307.23752151463	4	take	take	83145589
taken	328.71794871794873	5	taken	taken	43883248
takes	396.82894736842104	5	takes	takes	19816257
taking	351.3412698412698	6	taking	taking	25974145
talent	322.22297297297297	6	talent	talent	2979540
talked	301.02150537634407	6	talked	talked	6615885
tall	307.35135135135135	4	tall	tall	5770858
tank	308.3558282208589	4	tank	tank	3246402
tap	307.58169934640523	3	tap	tap	1603952
tapped	359.55263157894734	6	tapped	tapped	980527
taverns	353.54545454545456	7	taverns	taverns	186848
teacher	315.31325301204816	7	teacher	teacher	14634862
tears	313.2043010752688	5	tears	tears	6156948
technically	379.11842105263156	11	technically	technically	1287627
teens	332.2328767123288	5	teens	teens	1114308
television	358.0933333333333	10	television	television	10312204
tell	299.1290322580645	4	tell	tell	34311287
telling	306.38235294117646	7	telling	telling	8529549
temper	295.5609756097561	6	temper	temper	1831950
ten	385.6953781512605	3	ten	ten	19239259
tension	324.72857142857146	7	tension	tension	6255605
term	308.89473684210526	4	term	term	39384540
terms	302.3235294117647	5	terms	terms	42771039
terrible	391.6	8	terrible	terrible	4962006
terror	347.4235294117647	6	terror	terror	3031171
testimony	322.3142857142857	9	testimony	testimony	4681325
